area_type,location,bedrm,total_sqft,bath,balcony,price
Super built-up  Area,Panduranga Nagar,3,1827,3,3,100
Super built-up  Area,HRBR Layout,2,1210,2,1,75
Super built-up  Area,New Thippasandra,3,1500,3,3,95
Super built-up  Area,Rachenahalli,2,1050,2,2,53.5
Super built-up  Area,Hebbal,2,1251,2,1,88.73
Super built-up  Area,HSR Layout,3,1600,2,2,115
Super built-up  Area,Electronic City,2,1128,2,1,65.5
Super built-up  Area,Budigere,3,1820,3,2,93
Super built-up  Area,Thigalarapalya,3,2072,4,2,159
Super built-up  Area,Raja Rajeshwari Nagar,3,1510,2,3,59
Super built-up  Area,Hoodi,3,1925,2,3,114
Plot  Area,Hennur Road,3,2651,2,2,225
Super built-up  Area,Thigalarapalya,3,2072,4,2,147
Super built-up  Area,Kumaraswami Layout,2,1000,2,2,36
Plot  Area,KR Puram,3,1752,3,2,145
Super built-up  Area,Sahakara Nagar,2,960,2,3,56
Super built-up  Area,Gattigere,2,1180,2,2,63
Built-up  Area,Benson Town,3,2270,3,1,180
Built-up  Area,NRI Layout,2,650,2,0,59
Super built-up  Area,Lakshminarayana Pura,2,1200,2,1,75
Super built-up  Area,Bisuvanahalli,3,1180,2,1,46
Super built-up  Area,Roopena Agrahara,3,1300,3,2,47
Built-up  Area,Bannerghatta Road,2,1157,2,0,40
Super built-up  Area,Kanakpura Road,3,1300,3,2,69
Super built-up  Area,Banashankari Stage III,3,1305,2,1,59
Super built-up  Area,Hegde Nagar,3,2006,4,2,196
Super built-up  Area,Jakkur,2,1290,2,1,80
Super built-up  Area,Hoskote,2,1170,2,3,45
Plot  Area,Cottonpet,4,971,2,2,135
Super built-up  Area,Yelachenahalli,2,1400,2,3,78
Super built-up  Area,Lakshminarayana Pura,2,1200,2,2,75
Built-up  Area,Kamakshipalya,3,1155,2,0,60
Built-up  Area,Hormavu,3,1725,3,2,85
Super built-up  Area,Kanakpura Road,2,700,2,1,40
Built-up  Area,Yemlur,4,7000,5,,2050
Super built-up  Area,Hoodi,2,1112,2,1,88
Super built-up  Area,Somasundara Palya,2,1178,2,,78
Super built-up  Area,Badavala Nagar,2,1274,2,1,81
Super built-up  Area,Doddathoguru,2,915,2,1,32
Plot  Area,6th Phase JP Nagar,8,1650,6,2,135
Super built-up  Area,Hosur Road,1,760,1,2,21.28
Built-up  Area,Maragondanahalli,3,1540,3,2,68
Super built-up  Area,P&T Layout,2,1206,2,3,38.5
Super built-up  Area,Basavanna Nagar,3,1645,3,2,95
Plot  Area,Canara Bank Layout,4,1200,4,2,170
Plot  Area,singapura paradise,4,1200,4,1,140
Super built-up  Area,Nehru Nagar,4,2342,3,2,115
Super built-up  Area,Kannur,3,1200,2,1,55
Super built-up  Area,Yelenahalli,2,1056,2,2,33
Plot  Area,Raja Rajeshwari Nagar,8,4800,8,,225
Super built-up  Area,Kanakpura Road,3,1450,3,3,54.3
Super built-up  Area,Thirumenahalli,2,1161,2,2,36.69
Super built-up  Area,Dollars Colony,2,1097,2,3,65
Built-up  Area,Uttarahalli,2,850,2,2,35
Super built-up  Area,Green Glen Layout,3,1715,3,2,115
Super built-up  Area,Basavangudi,3,2300,3,,317
Super built-up  Area,Electronic City,2,1200,2,1,59
Super built-up  Area,8th Phase JP Nagar,2,1080,2,2,38
Super built-up  Area,Kasavanhalli,2,1200,2,1,50.3
Plot  Area,4th Block Koramangala,4,2400,4,0,550
Super built-up  Area,Banashankari,3,1400,2,1,78
Plot  Area,Whitefield,4,1500,4,3,200
Carpet  Area,Kanakpura Road,1,381,1,0,19.695
Super built-up  Area,Marathahalli,2,1230,2,1,57
Built-up  Area,Kalyan nagar,3,1640,3,3,88
Super built-up  Area,Banashankari,3,1700,3,2,125
Super built-up  Area,Bommasandra,3,1478,2,,44
Super built-up  Area,Defence Colony,4,6600,4,,986
Super built-up  Area,Banashankari,2,1020,2,2,40.79
Plot  Area,Nagarbhavi,2,1200,2,1,150
Built-up  Area,Yelahanka,3,1275,2,2,95
Built-up  Area,Cambridge Layout,4,1600,3,1,165
Super built-up  Area,Kanakapura,2,1110,2,2,38.85
Super built-up  Area,Uttarahalli,3,1627.86,3,2,88
Built-up  Area,Byagadadhenahalli,2,620,2,1,22
Plot  Area,Whitefield,4,3004,4,2,285
Super built-up  Area,Hosa Road,2,1133,2,1,52
Super built-up  Area,Hennur Road,2,1182,2,2,82.5
Super built-up  Area,Tumkur Road,3,1500,3,3,100
Super built-up  Area,Hebbal Kempapura,4,3900,5,,360
Super built-up  Area,Marathahalli,2,1200,2,2,58
Super built-up  Area,Raja Rajeshwari Nagar,2,1128,2,1,48.79
Super built-up  Area,Malleshwaram,3,2215,,,293
Built-up  Area,Jayanagar,2,900,2,2,110
Built-up  Area,Amruthahalli,2,1100,2,1,45
Super built-up  Area,Kengeri Satellite Town,2,635,1,1,22
Super built-up  Area,Ardendale,4,2062,3,,140
Built-up  Area,Thanisandra,3,1874,4,1,130
Plot  Area,Vidyaranyapura,4,600,3,2,78
Super built-up  Area,Old Madras Road,2,1171,2,2,75
Super built-up  Area,Sarjapur,3,2020,3,3,85
Super built-up  Area,8th Phase JP Nagar,2,1059,2,2,34.5
Super built-up  Area,Panathur,3,1315,2,1,59.1
Super built-up  Area,Jakkur,3,1760,3,2,110
Built-up  Area,Sampangi Rama Nagar,2,1200,2,1,125
Super built-up  Area,Hennur Road,3,1192,2,1,62
Super built-up  Area,Hebbal,3,1645,3,2,121
Super built-up  Area,Whitefield,2,1250,2,2,72
Super built-up  Area,Whitefield,1,524,1,0,34.385
Super built-up  Area,Whitefield,2,1340,2,1,77
Built-up  Area,Cooke Town,3,2388,4,3,239
Super built-up  Area,Hosa Road,2,1369.1,2,1,104
Super built-up  Area,Jalahalli West,2,1355,2,3,75
Built-up  Area,Bannerghatta Road,2,1150,2,2,65
Super built-up  Area,Kanakapura,3,1938,3,3,113
Super built-up  Area,Begur Road,4,2462,4,3,124
Super built-up  Area,Budigere,3,1636,3,2,85
Super built-up  Area,Akshaya Nagar,3,1430,2,2,75
Super built-up  Area,BEML Layout 5th stage,3,2000,3,2,85
Carpet  Area,Electronic City Phase II,3,993,2,2,50
Plot  Area,Laggere,4,1260,4,1,150
Super built-up  Area,Kanakpura Road,3,1700,3,3,88
Super built-up  Area,Yelahanka,2,1270,2,2,78
Plot  Area,Anjanapura,3,1500,3,1,121
Built-up  Area,Koramangala,3,2300,3,3,290
Plot  Area,Hunasamaranahalli,4,7500,4,2,900
Super built-up  Area,Marathahalli,3,1650,3,3,86.45
Super built-up  Area,Panathur,2,1109,2,1,63
Super built-up  Area,Pragathi Nagar,2,1280,2,1,49.75
Built-up  Area,Sarjapur,4,2885,3,1,185
Plot  Area,Banashankari,9,1200,9,1,145
Plot  Area,Devanahalli,3,1600,3,2,180
Super built-up  Area,Kothanur,3,1462,3,3,71
Super built-up  Area,Marathahalli,1,607,1,1,35
Super built-up  Area,Kammasandra,2,930,2,0,25
Plot  Area,Varthur,4,4500,5,2,300
Plot  Area,Sahakara Nagar,5,1200,5,,160
Super built-up  Area,Malleshwaram,3,2600,3,1,237
Super built-up  Area,JP Nagar,4,3000,4,2,140
Super built-up  Area,Electronic City Phase II,3,1418,3,2,52.47
Built-up  Area,Ramesh Nagar,2,4200,1,2,160
Built-up  Area,EPIP Zone,2,1125,2,1,65
Super built-up  Area,CV Raman Nagar,3,1825,3,2,126
Super built-up  Area,Whitefield,2,1320,2,3,79.5
Built-up  Area,JP Nagar,4,3000,4,2,140
Super built-up  Area,HAL 2nd Stage,3,1490,2,2,300
Plot  Area,8th block Koramangala,4,1650,3,1,300
Super built-up  Area,Whitefield,2,750,2,1,52.7
Super built-up  Area,Yelahanka,3,1400,2,2,80.54
Super built-up  Area,Sathya Sai Layout,4,4104,4,3,360
Built-up  Area,Rajaji Nagar,4,5000,4,0,375
Plot  Area,Mahadevpura,5,3295,4,2,260
Plot  Area,A Narayanapura,4,1150,3,1,110
Plot  Area,Whitefield,3,1200,3,1,61.96
Built-up  Area,Poorna Pragna Layout,2,965,2,2,48
Plot  Area,Gottigere,1,812,1,1,26
Super built-up  Area,KR Puram,2,1100,2,2,43
Super built-up  Area,Whitefield,2,1180,2,2,41
Super built-up  Area,HSR Layout,2,1145,2,2,48
Super built-up  Area,Haralur Road,2,1027,2,1,44
Super built-up  Area,Silk Board,2,1215,2,2,49.85
Plot  Area,Hegde Nagar,2,1200,2,0,75
Super built-up  Area,Kenchenahalli,2,1015,2,2,58
Plot  Area,Kaggalipura,3,2400,3,1,165
Plot  Area,Whitefield,4,3000,4,3,306
Built-up  Area,7th Phase JP Nagar,3,3300,4,3,160
Super built-up  Area,Puttanahalli,2,1076,2,2,52
Super built-up  Area,JP Nagar,2,1300,2,1,109
Built-up  Area,Hebbal Kempapura,2,1300,2,2,102
Super built-up  Area,Hosa Road,3,1512,3,1,123
Carpet  Area,Bhoganhalli,3,1053.4,3,1,88.91
Super built-up  Area,Yeshwanthpur,1,540,1,0,41.745
Super built-up  Area,Hormavu,2,1153,2,1,65
Plot  Area,Virat Nagar,2,2080,2,1,150
Super built-up  Area,Hulimavu,2,1255,2,2,69
Built-up  Area,Bannerghatta Road,4,315,5,,260
Super built-up  Area,Marathahalli,3,1583,3,3,109
Super built-up  Area,Kundalahalli Colony,2,1505,2,2,90
Super built-up  Area,Kathriguppe,3,1365,2,2,75.08
Plot  Area,Dwarka Nagar,3,1200,3,3,95.75
Super built-up  Area,Amblipura,3,1810,4,3,148
Built-up  Area,Magadi Road,1,440,1,0,35
Super built-up  Area,Subramanyapura,2,975,2,1,63
Super built-up  Area,Doddagubbi,2,1250,2,3,39
Super built-up  Area,Gopalkrishna Nagar,3,1530,2,1,97
Super built-up  Area,Kereguddadahalli,3,1300,2,2,39
Super built-up  Area,Channasandra,2,1115,2,1,40
Super built-up  Area,Sarjapur  Road,2,1308,2,1,83
Super built-up  Area,Parappana Agrahara,2,1194,2,2,47
Super built-up  Area,Uttarahalli,3,1490,2,2,59.6
Plot  Area,Bannerghatta Road,4,10000,4,0,450
Super built-up  Area,Sarjapur  Road,3,1592,3,1,91
Super built-up  Area,Rajaji Nagar,2,1222,2,0,112
Super built-up  Area,Raja Rajeshwari Nagar,2,1267,2,2,42.85
Super built-up  Area,Balagere,1,656,1,1,53
Plot  Area,Dodda Nekkundi,4,3400,4,3,530
Built-up  Area,Garudachar Palya,4,4500,5,,400
Plot  Area,Chandapura,2,1200,1,1,36
Super built-up  Area,Thanisandra,3,1698,3,2,102
Built-up  Area,Tata Nagar,3,1500,3,2,70
Plot  Area,Sunkadakatte,4,2000,5,0,80
Super built-up  Area,Electronic City,2,1152,2,1,65.75
Super built-up  Area,Raja Rajeshwari Nagar,1,550,1,0,21
Super built-up  Area,Pattandur Agrahara,2,900,2,2,42
Super built-up  Area,Rajarajeshwari nagar,3,1410,2,2,45.12
Built-up  Area,Akshaya Nagar,3,1419,2,3,73
Super built-up  Area,Amruthahalli,2,1200,2,1,55
Super built-up  Area,AECS Layout,3,1800,3,3,65
Super built-up  Area,Gottigere,2,990,2,1,40
Super built-up  Area,Sarjapur  Road,2,1016,2,1,45
Super built-up  Area,Bannerghatta Road,2,1100,2,0,39
Built-up  Area,Ramamurthy Nagar,4,850,2,1,65
Super built-up  Area,Whitefield,2,1095,2,1,35
Super built-up  Area,Rajarajeshwarinagar,3,2000,3,2,85
Super built-up  Area,Budigere,2,1444,2,2,70
Super built-up  Area,Whitefield,2,1415,2,3,67
Plot  Area,Jinkethimmanahalli,3,1500,2,1,130
Super built-up  Area,Daadys Gaarden Layout,3,1600,3,3,72
Super built-up  Area,Whitefield,2,1105,2,1,41.36
Super built-up  Area,Electronic City,3,1225,3,0,45.03
Super built-up  Area,Frazer Town,3,2560,3,2,265
Super built-up  Area,Kanakpura Road,2,1080,2,1,37.8
Plot  Area,Dasarahalli,7,2400,3,3,150
Super built-up  Area,Talaghattapura,3,1856,3,2,135
Super built-up  Area,Haralur Road,3,1464,3,2,56
Plot  Area,Vishwapriya Nagar,6,2100,6,2,71
Super built-up  Area,Sarjapur  Road,2,1150,2,2,77
Plot  Area,Abbigere,5,1200,4,1,98
Super built-up  Area,Whitefield,3,1650,,,113.19
Super built-up  Area,5th Phase JP Nagar,3,1485,2,2,67
Super built-up  Area,Vimanapura,3,2500,3,3,75
Plot  Area,Whitefield,2,1200,2,1,45
Super built-up  Area,Hennur Road,2,1036,2,1,59.46
Plot  Area,Whitefield,4,3445,5,3,270
Super built-up  Area,Dodsworth Layout,2,1400,2,2,80
Super built-up  Area,Bommanahalli,2,1110,2,2,33
Built-up  Area,Kodichikkanahalli,2,1150,2,3,48
Super built-up  Area,Kenchenahalli,1,715,1,1,45
Plot  Area,Magadi Road,4,1200,4,0,130
Plot  Area,Rajaji Nagar,5,1200,3,1,260
Super built-up  Area,Jakkur,4,2283,4,2,130
Plot  Area,1st Stage Radha Krishna Layout,6,1790,5,1,250
Super built-up  Area,Hormavu,3,1453,2,2,43.58
Built-up  Area,Nagarbhavi,3,1400,2,1,85
Super built-up  Area,Padmanabhanagar,3,1400,3,0,65
Super built-up  Area,Whitefield,3,1700,3,1,140
Super built-up  Area,Kanakpura Road,3,1591,3,1,120
Super built-up  Area,Nagarbhavi,3,1515,2,1,79
Built-up  Area,Marathahalli,5,2500,3,3,200
Super built-up  Area,Chandapura,2,975,2,1,24.86
Super built-up  Area,Yeshwanthpur,3,1382,2,2,76.18
Plot  Area,Nagasandra,7,1750,5,2,350
Super built-up  Area,Sector 1 HSR Layout,3,1533,3,2,150
Super built-up  Area,Cunningham Road,3,3815,3,1,763
Super built-up  Area,Amarjyothi Colony,2,1100,2,2,38
Super built-up  Area,Dairy Circle,4,3730,6,2,450
Super built-up  Area,Banashankari Stage II,3,1500,2,1,120
Super built-up  Area,Yelahanka,3,1391,2,2,64.5
Super built-up  Area,Begur Road,2,1160,2,2,42.92
Built-up  Area,Chandapura,1,620,1,1,27
Plot  Area,MS Pallya,8,2400,9,3,350
Plot  Area,Vidyaranyapura,8,1200,7,3,130
Built-up  Area,Whitefield,4,4827,4,3,400
Super built-up  Area,Kanakpura Road,3,1482,3,3,60.98
Super built-up  Area,Whitefield,2,1405,2,2,84.5
Built-up  Area,Gunjur,2,1190,2,2,40
Super built-up  Area,Harlur,2,1174,2,1,78
Plot  Area,Seegehalli,2,1155,2,0,72
Super built-up  Area,Thanisandra,3,1411,3,1,93.04
Super built-up  Area,Jalahalli West,2,745,2,0,50
Super built-up  Area,Kereguddadahalli,2,1000,2,2,30
Super built-up  Area,Jigani,2,923,2,1,50
Built-up  Area,Yeshwanthpur,2,1000,2,2,32
Super built-up  Area,Battarahalli,2,1276,2,2,45
Built-up  Area,Devasthanagalu,3,1460,3,2,70
Super built-up  Area,Yemlur,2,1355,2,1,95
Super built-up  Area,Avalahalli,1,833,1,1,49
Built-up  Area,Bapuji Layout,8,1200,8,,275
Plot  Area,Cambridge Layout,5,1750,5,1,450
Super built-up  Area,Ramamurthy Nagar,2,1200,2,1,48
Super built-up  Area,Yeshwanthpur,1,669,1,1,36.85
Plot  Area,7th Phase JP Nagar,3,2200,4,2,105
Super built-up  Area,Koramangala,3,1594,3,,125
Super built-up  Area,Kothanur,3,1790,3,2,105
Super built-up  Area,NGR Layout,2,1020,2,1,45
Plot  Area,Doddanekundi,4,3250,5,1,850
Super built-up  Area,Vasantapura main road,2,1037,2,1,36.28
Super built-up  Area,Whitefield,3,1345,2,2,57
Super built-up  Area,Kodichikkanahalli,2,1070,2,3,43
Super built-up  Area,Sector 6 HSR Layout,4,3000,5,,270
Super built-up  Area,Yeshwanthpur,3,1385,2,2,76.18
Super built-up  Area,Kanakpura Road,2,1207,2,2,79.9
Super built-up  Area,Varthur,2,1140,2,3,55.5
Built-up  Area,Basavanapura,2,1220,2,2,68
Plot  Area,CQAL Layout,4,3811,3,2,475
Super built-up  Area,Iblur Village,4,3596,5,0,252
Built-up  Area,Sarjapur  Road,3,1965,3,3,120
Built-up  Area,Koramangala,3,1760,2,0,115
Super built-up  Area,Haralur Road,2,1225,2,1,70
Super built-up  Area,Marathahalli,2,1075,2,2,52.43
Built-up  Area,Panathur,2,1000,2,1,68
Super built-up  Area,Hennur Road,3,1891,3,1,109
Super built-up  Area,Yelahanka,2,1322,2,2,86
Plot  Area,Mathikere,3,1095,3,0,215
Built-up  Area,Bellandur,4,3600,4,0,260
Super built-up  Area,AECS Layout,2,1045,2,1,36.58
Super built-up  Area,Venugopal Reddy Layout,3,1545,3,3,85
Super built-up  Area,Thanisandra,3,1996,3,2,135
Super built-up  Area,Brookefield,2,1125,2,2,70
Super built-up  Area,Mysore Road,3,1560,3,1,115
Super built-up  Area,BEML Layout,3,2000,2,2,85
Built-up  Area,Murugeshpalya,4,3100,4,2,310
Built-up  Area,Lake City,2,780,2,1,35
Plot  Area,Lakshmipura,2,1350,2,1,110
Super built-up  Area,Sarjapur  Road,3,2275,4,2,180
Super built-up  Area,Pragathi Nagar,2,1350,2,2,41
Super built-up  Area,Haralur Road,3,1464,3,3,56
Super built-up  Area,Kanakpura Road,3,1570,3,3,64.5
Super built-up  Area,Dasanapura,1,708,1,0,28.32
Super built-up  Area,Sarjapur  Road,3,1680,3,1,160
Super built-up  Area,Hoodi,2,1400,2,1,82
Super built-up  Area,Bellandur,2,1310,2,2,72
Built-up  Area,BTM Layout,6,3300,6,3,165
Super built-up  Area,Electronics City Phase 1,2,1175,2,1,57
Built-up  Area,Chikkalasandra,3,1428,2,1,80
Plot  Area,Akshaya Nagar,4,750,4,2,62
Super built-up  Area,Whitefield,4,3252,4,3,280
Super built-up  Area,Haralur Road,2,1194,2,2,46
Plot  Area,Old Town,8,750,8,,200
Super built-up  Area,8th Phase JP Nagar,2,1080,2,2,35
Super built-up  Area,Vijaya Bank Layout,3,1200,2,1,68
Plot  Area,Whitefield,2,1200,2,1,45
Plot  Area,Okalipura,5,1200,4,3,120
Built-up  Area,Bommasandra Industrial Area,3,1320,2,1,38.13
Super built-up  Area,Badavala Nagar,3,1842,3,2,115
Super built-up  Area,Sector 2 HSR Layout,2,1146,2,3,55
Super built-up  Area,Rachenahalli,1,440,1,1,28
Super built-up  Area,Sahakara Nagar,2,1048,2,3,50
Super built-up  Area,Thanisandra,3,1801,3,1,115
Super built-up  Area,Hennur Road,2,1232,2,1,69.61
Super built-up  Area,Whitefield,2,1150,2,2,90
Super built-up  Area,Talaghattapura,3,1868,3,1,120
Super built-up  Area,Begur,3,1445,2,2,47.1
Super built-up  Area,Hebbal Kempapura,3,1466,2,3,140
Built-up  Area,Harlur,3,1730,3,2,100
Super built-up  Area,JP Nagar,3,3860,3,2,402
Super built-up  Area,Somasundara Palya,2,1185,2,3,70
Built-up  Area,Yeshwanthpur,3,3027,4,3,260
Built-up  Area,Whitefield,4,2400,4,3,147
Built-up  Area,Kaval Byrasandra,2,1185,2,1,49
Super built-up  Area,Hongasandra,2,1150,2,2,49
Plot  Area,Maruthi Extension,5,2000,4,2,180
Plot  Area,Vidyapeeta,6,875,3,1,98
Super built-up  Area,Pai Layout,2,1075,2,2,35
Super built-up  Area,Hebbal,3,1760,3,2,123
Super built-up  Area,Banashankari,2,1600,2,1,63.98
Plot  Area,Madiwala,4,910,4,1,140
Super built-up  Area,Haralur Road,2,1000,2,1,78
Super built-up  Area,7th Phase JP Nagar,2,1215,2,2,90
Super built-up  Area,EPIP Zone,3,1734,3,3,125
Super built-up  Area,Akshaya Nagar,2,1280,2,1,60
Super built-up  Area,Rachenahalli,2,1113,2,1,55
Super built-up  Area,Horamavu Banaswadi,2,1272,2,2,48
Built-up  Area,Kereguddadahalli,3,1240,3,2,41
Built-up  Area,Varthur,8,704,8,3,92
Super built-up  Area,Yelahanka,2,1100,2,1,70
Super built-up  Area,Ambalipura,2,896,2,1,30.13
Super built-up  Area,Rachenahalli,4,3657,5,,220
Super built-up  Area,BTM 2nd Stage,2,1200,2,0,35
Built-up  Area,Ramagondanahalli,4,2800,4,3,155
Super built-up  Area,Hebbal,4,2790,4,3,198
Built-up  Area,Ambalipura,3,3500,3,,198
Built-up  Area,Ramamurthy Nagar,3,3600,3,2,150
Built-up  Area,Sarjapur,2,1500,2,2,30
Plot  Area,Meenakshi Layout,8,1200,7,0,220
Super built-up  Area,S R Layout,2,1096,2,2,48
Built-up  Area,Cholanayakanahalli,2,580,2,0,95
Super built-up  Area,GD Layout,2,1094,2,1,44
Super built-up  Area,Vittal Nagar,2,1100,2,2,49
Super built-up  Area,Iblur Village,4,2725,5,0,191
Super built-up  Area,Koramangala,4,2503,6,2,325
Super built-up  Area,Nagarbhavi,2,1145,2,2,40
Super built-up  Area,Rachenahalli,3,1550,3,2,74.5
Super built-up  Area,Seegehalli,3,1830,4,2,82
Super built-up  Area,Hoodi,3,1746,3,3,84.95
Built-up  Area,Maruthi Sevanagar,4,1280,4,1,115
Super built-up  Area,Kengeri,2,918,2,1,27.54
Super built-up  Area,Chandapura,1,645,1,1,16.45
Super built-up  Area,Banashankari Stage III,3,1305,2,1,60
Super built-up  Area,Thigalarapalya,2,1207,2,2,62
Built-up  Area,Thanisandra,3,1678,3,2,125
Super built-up  Area,Kaggalipura,2,950,2,1,50
Plot  Area,Munnekollal,10,1200,7,,240
Super built-up  Area,Electronic City,2,1070,2,1,55
Super built-up  Area,Ardendale,3,1732.46,3,2,92
Super built-up  Area,Attibele,3,1639,2,1,40.98
Super built-up  Area,Marathahalli,2,1360,2,1,103
Plot  Area,Malleshpalya,4,2592,4,2,250
Plot  Area,RMV 2nd Stage,3,4470,3,,700
Plot  Area,Kithaganur,5,720,4,3,62
Super built-up  Area,Lakshminarayana Pura,3,1656,3,2,150
Super built-up  Area,Sarjapur  Road,2,985,2,1,49
Super built-up  Area,Dodda Nekkundi,3,1999,3,2,135
Super built-up  Area,7th Phase JP Nagar,2,1050,2,1,75
Super built-up  Area,Whitefield,3,1440,2,2,64
Super built-up  Area,Basavangudi,3,1600,2,2,160
Super built-up  Area,Ramagondanahalli,2,1253,2,1,52.66
Plot  Area,Shirdi Sai Nagar,3,1200,3,0,85
Super built-up  Area,Padmanabhanagar,3,1360,2,3,75
Super built-up  Area,Hagadur,2,1086,2,1,47.5
Super built-up  Area,Wilson Garden,3,1655,3,2,155
Plot  Area,Old Madras Road,4,2600,4,,260
Super built-up  Area,Sarjapur  Road,2,1418,2,2,78
Super built-up  Area,Kalena Agrahara,2,1270,2,2,100
Super built-up  Area,Begur Road,3,1410,2,3,52.17
Super built-up  Area,"JP Nagar 7th Phase, ",2,1150,2,1,74
Plot  Area,Ramamurthy Nagar,2,600,3,2,45
Built-up  Area,Raghuvanahalli,3,1440,3,2,65.8
Plot  Area,J C Nagar,3,1200,2,0,108
Super built-up  Area,Sadduguntepalya,2,1200,2,2,75
Super built-up  Area,Begur Road,3,1410,2,3,50.06
Plot  Area,Chandapura,4,1200,5,2,92
Plot  Area,Jalahalli,3,600,3,2,60
Built-up  Area,Whitefield,1,624,1,1,35
Super built-up  Area,Electronic City,2,1060,2,1,58
Super built-up  Area,Hebbal,4,3960,5,3,386
Plot  Area,Whitefield,2,1200,2,1,45
Plot  Area,Vidyaranyapura,4,1200,4,2,175
Built-up  Area,Sarjapur,4,1917,3,0,60
Super built-up  Area,KR Puram,2,950,2,1,40
Plot  Area,Channasandra,2,3040,2,1,48
Super built-up  Area,BTM 2nd Stage,3,1250,3,1,50
Super built-up  Area,Vishwapriya Layout,2,1235,2,2,60
Super built-up  Area,Budigere,1,722,1,0,46
Plot  Area,Kanakpura Road,4,2775,3,1,165
Built-up  Area,Sarjapur  Road,2,1200,2,1,93
Built-up  Area,Bannerghatta Road,3,1400,3,,68
Built-up  Area,Mallathahalli,3,1225,3,3,60
Super built-up  Area,Marathahalli,2,1220,2,1,58.5
Super built-up  Area,Nagavarapalya,1,705,1,1,52.5
Super built-up  Area,Battarahalli,3,1880,3,2,94.36
Plot  Area,Yelahanka,2,1200,2,1,70
Built-up  Area,Doddakammanahalli,3,1550,2,1,60
Super built-up  Area,Lingadheeranahalli,3,1893,3,1,130
Super built-up  Area,HMT Layout,3,1650,3,2,75
Built-up  Area,Chikkathoguru,2,1113,2,2,46
Plot  Area,BEL Road,2,1500,2,0,203
Plot  Area,Kamakshipalya,9,1800,9,1,180
Super built-up  Area,Sarjapur  Road,3,1586,3,3,70
Plot  Area,Seegehalli,3,4000,3,1,235
Super built-up  Area,Yelahanka New Town,3,1541,3,3,80
Super built-up  Area,Haralur Road,3,1830,3,2,101
Super built-up  Area,Kodigehalli,2,1200,2,2,48
Plot  Area,Bidrahalli,3,1800,2,0,72
Super built-up  Area,Bommasandra,2,1015,2,1,40
Super built-up  Area,Raja Rajeshwari Nagar,2,1120,2,2,37.95
Super built-up  Area,Hoodi,1,706,1,1,48.24
Plot  Area,Medi Agrahara,4,1350,4,2,85
Plot  Area,Kumaraswami Layout,6,610,4,,95
Plot  Area,Kanakpura Road,3,1900,3,1,99
Plot  Area,Harlur,4,1200,4,,243
Built-up  Area,Seegehalli,4,3000,5,3,150
Super built-up  Area,Bisuvanahalli,3,1075,2,1,42
Super built-up  Area,Kanakpura Road,2,1290,2,3,80
Super built-up  Area,Akshaya Nagar,2,1200,2,1,50
Built-up  Area,Hormavu,2,1150,2,1,53.11
Super built-up  Area,Uttarahalli,3,1360,2,3,61.2
Carpet  Area,4th Block Koramangala,9,4500,9,,500
Super built-up  Area,whitefiled,2,935,2,1,32.73
Super built-up  Area,Cox Town,3,1730,3,3,140
Super built-up  Area,Sarjapur  Road,2,1260,2,2,53
Built-up  Area,Banagiri Nagar,6,675,6,2,125
Plot  Area,Marathahalli,4,4000,4,1,650
Super built-up  Area,Marathahalli,2,950,2,1,45.68
Plot  Area,Subbannaiah Palya,2,600,3,2,85
Built-up  Area,Vadarpalya,5,2500,5,2,120
Super built-up  Area,Hegde Nagar,4,3216,5,2,300
Plot  Area,N R Layout,6,800,3,2,120
Super built-up  Area,Budigere,3,1991,4,2,88
